Participant Id,Time Gameplayed Utc,Time Sent Utc,Detail,Condition,Trial Number,FPS Mean,FPS Variance,Finish Status,Session Type,Finger Used,OS Version,Screen Height,Screen Width,Build,Client Time Zone,Device DPI,Device Model,Device Type,Graphics Device Name,I18n,Processor Count,Processor Frequency,Runtime Platform,System Memory Size,Times Finished Game,Correct Button,Object Count,Point 0 RT,Point 1 RT,Point 10 RT,Point 11 RT,Point 12 RT,Point 13 RT,Point 14 RT,Point 2 RT,Point 3 RT,Point 4 RT,Point 5 RT,Point 6 RT,Point 7 RT,Point 8 RT,Point 9 RT,Response Time,Response Window,Stimulus Array Time,Tap 0 RT,Tap 1 RT,Tap 10 RT,Tap 11 RT,Tap 12 RT,Tap 13 RT,Tap 14 RT,Tap 2 RT,Tap 3 RT,Tap 4 RT,Tap 5 RT,Tap 6 RT,Tap 7 RT,Tap 8 RT,Tap 9 RT,Total Taps
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,10,121.008987,109.2656,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,0,7,"{99, 293}","{640, 122}",N/A,N/A,N/A,N/A,N/A,"{230, 224}","{591, 244}","{456, 183}","{249, 41}","{446, 61}",N/A,N/A,N/A,2283,12000,8000,750,650,N/A,N/A,N/A,N/A,N/A,883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,11,118.99424,89.780014,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,7,"{249, 41}","{446, 61}",N/A,N/A,N/A,N/A,N/A,"{230, 224}","{456, 183}","{591, 244}","{640, 122}","{99, 293}",N/A,N/A,N/A,6750,12000,8000,1883,917,N/A,N/A,N/A,N/A,N/A,633,683,717,767,1150,N/A,N/A,N/A,7
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,12,117.751495,89.7472839,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,0,7,"{49, 102}","{591, 244}",N/A,N/A,N/A,N/A,N/A,"{230, 224}","{446, 61}","{427, 315}","{249, 41}","{640, 122}",N/A,N/A,N/A,2034,12000,8000,2034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,13,117.76844,73.10387,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,7,"{49, 102}","{456, 183}",N/A,N/A,N/A,N/A,N/A,"{640, 122}","{249, 41}","{230, 224}","{591, 244}","{427, 315}",N/A,N/A,N/A,5884,12000,8000,467,667,N/A,N/A,N/A,N/A,N/A,900,633,850,1433,934,N/A,N/A,N/A,7
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,14,117.992775,83.8922043,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,0,7,"{446, 61}","{249, 41}",N/A,N/A,N/A,N/A,N/A,"{640, 122}","{49, 102}","{591, 244}","{427, 315}","{456, 183}",N/A,N/A,N/A,5033,12000,8000,633,884,N/A,N/A,N/A,N/A,N/A,683,917,983,933,N/A,N/A,N/A,N/A,6
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,15,118.032379,77.62405,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,0,7,"{446, 61}","{640, 122}",N/A,N/A,N/A,N/A,N/A,"{249, 41}","{456, 183}","{99, 293}","{230, 224}","{49, 102}",N/A,N/A,N/A,4383,12000,8000,683,650,N/A,N/A,N/A,N/A,N/A,567,833,934,716,N/A,N/A,N/A,N/A,6
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,16,118.117111,82.64339,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,7,"{446, 61}","{591, 244}",N/A,N/A,N/A,N/A,N/A,"{99, 293}","{49, 102}","{230, 224}","{456, 183}","{427, 315}",N/A,N/A,N/A,5100,12000,8000,534,583,N/A,N/A,N/A,N/A,N/A,717,866,717,967,716,N/A,N/A,N/A,7
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,17,118.944458,91.41063,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,0,7,"{249, 41}","{99, 293}",N/A,N/A,N/A,N/A,N/A,"{456, 183}","{49, 102}","{446, 61}","{591, 244}","{427, 315}",N/A,N/A,N/A,3333,12000,8000,433,667,N/A,N/A,N/A,N/A,N/A,650,950,633,N/A,N/A,N/A,N/A,N/A,5
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,18,117.989738,85.06514,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,7,"{427, 315}","{456, 183}",N/A,N/A,N/A,N/A,N/A,"{230, 224}","{591, 244}","{640, 122}","{249, 41}","{49, 102}",N/A,N/A,N/A,5567,12000,8000,467,750,N/A,N/A,N/A,N/A,N/A,917,683,967,1000,783,N/A,N/A,N/A,7
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,19,117.774292,85.45522,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,7,"{446, 61}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{456, 183}","{249, 41}","{640, 122}","{591, 244}","{99, 293}",N/A,N/A,N/A,5117,12000,8000,533,850,N/A,N/A,N/A,N/A,N/A,600,817,817,700,800,N/A,N/A,N/A,7
